id,name,display_order,last_modified_user_id,last_modified_date,created_user_id,created_date
1,'Senior Surgeon',2,1,'1900-01-01 00:00:00',1,'1900-01-01 00:00:00'
2,'Fellow',3,1,'1900-01-01 00:00:00',1,'1900-01-01 00:00:00'
3,'SpR',4,1,'1900-01-01 00:00:00',1,'1900-01-01 00:00:00'
4,'SHO',5,1,'1900-01-01 00:00:00',1,'1900-01-01 00:00:00'
5,'Consultant',1,1,'1900-01-01 00:00:00',1,'1900-01-01 00:00:00'
