id,name,value,display_order,last_modified_user_id,last_modified_date,created_user_id,created_date
1,"0",".00",1,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
2,"0.25",".25",2,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
3,"0.50",".50",3,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
4,"0.75",".75",4,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
