id,unit_id,value,base_value,last_modified_user_id,last_modified_date,created_user_id,created_date,selectable
137,1,"112",137,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
138,1,"113",138,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
139,1,"114",139,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
140,1,"115",140,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
141,1,"116",141,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
142,1,"117",142,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
143,1,"118",143,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
144,1,"119",144,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
145,1,"120",145,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
146,2,"6/4",119,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
147,2,"6/3",126,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
148,2,"6/2",135,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",0
149,2,"6/1",150,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",0
150,4,"1.6",30,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
151,4,"1.5",35,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
152,4,"1.4",40,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
153,4,"1.3",45,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
154,4,"1.2",50,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
155,4,"1.1",55,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
156,4,"1.0",60,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
157,4,"0.9",65,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
158,4,"0.8",70,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
159,4,"0.7",75,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
160,4,"0.6",80,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
161,4,"0.5",85,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
162,4,"0.4",90,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
163,4,"0.3",95,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
164,4,"0.2",100,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
165,4,"0.1",105,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
166,4,"0.0",110,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
167,4,"-0.1",115,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
168,4,"-0.2",120,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
169,4,"-0.3",125,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
170,4,"-0.4",130,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
171,4,"-0.5",135,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
172,4,"-0.6",140,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
173,4,"-0.7",145,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
174,4,"1.78",21,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",0
175,2,"6/96",50,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1
