id,name,display_order,last_modified_user_id,last_modified_date,created_user_id,created_date
1,"Normal",10,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
2,"RAPD",20,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
3,"Holmes-Adie",30,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
4,"Argyll Robertson",40,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
5,"APD",50,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
